,neg,neu,pos,compound,lyrics,album,year
41,0.078,0.783,0.139,0.99,"<i>[PartyIsntOver]</i>  <i>[Verse 1 x2: Tyler, The Creator]</i> Uhm, I said, the party isn't over We can still dance, but I don't have no rhythm So fucking take a chance with me The party isn't over, we can still dance girl But I don't have no rhythm So fucking take a chance with a nigga Like me, like me  <i>[Campfire]</i>  <i>[Verse 1: Tyler, The Creator]</i> Yeah, uhm All I needed was a stick, grab the marshmallows Mother fuckers getting lynched and burned I earned it, my flog gnaw badge is looking good On this brand new jacket The donuts on the flag waving over the cabin Now grab them graham crackers and pass them over here Hurry, quickly I need a piece of Hersheys Darker than the corners of the bushes we be lurking I centered the mellow over the graham Heated it too long now it's melting over my hand Fuck it, I'll bite it, I burnt it, but I liked it Camping with my niggas, its so fucking exciting  <i>[Interlude: Kids]</i> We're making smores by the campfire Camp flog gnaw, golf wang summer  <i>[Verse 2: Lætitia Sadier]</i> Sat by the fire To witness gentle, the tragical Transformations, cease to be mindless Create your sweetness and the wave float onnnn  <i>[Tyler, The Creator]</i> Yo bring the bass back in Yeah, hehe Who ate all the fuckin chocolate? Oh that's Domo's fat ass, haha Yeah I ain't tryin to go home, really  <i>[Bimmer]</i>  <i>[Hook: Tyler, The Creator]</i> You remind me of my bimmer A lot of trunk space, the perfect two seater You got a lot of drive I'm trying to keep up But it's not a lot of miles on ya meter You remind me of my bimmer See your ignition, baby girl I'm trying to key up And your head lights are off I'm trying to see 'em But it's not a lot of miles on ya meter So let me start it up and smash  <i>[Verse 1: Tyler, The Creator (Frank Ocean)]</i> Pop some Tame Impala, your man got a lame impala (And it's dark outside) And I'm sharing slurpees and you ain't even begin to swallow (Oooooooo) You're fucking nuts, green top we coupled up Run my fingers through em as you wax and buff my muffler Cause I fingered you, you think the fucking ring is coming up? (Oooooooo) Maybe, I don't know, I think you're chill (Ride for) Riding on my pegs, and my back against your legs And a seatbelt is needed if I get between 'em, yeah  <i>[Hook]</i>  <i>[Verse 2: Frank Ocean]</i> Mmmm, It'll get dark outside soon (ride for it) Where the streetlights sing (ride for it) You don't have to lie girl to kick it its cool We moving slow  <i>[Bridge: Tyler, The Creator]</i> You remind me of my bimmer A lot of trunk space, the perfect two seater You got a lot of drive I'm trying to keep up But it's not a lot of miles on ya meter You remind me of my bimmer, smash You remind me of my bimmer  <i>[Outro]</i> Where you been man? I had a drop off to make real quick. Hey you've seen Salem? Oh she with that new dude, wolf, or, Darnell, whatever his name is. Fuck that nigga man. Hey you know where they went? I seen 'em going down by the lake. What the fuck! You good man? You need some sherm? I got some. I got a can of these baked beans too.",Wolf,2013
42,0.182,0.613,0.204,0.9863,"<i>[Tyler, The Creator:]</i> I never would've thought that Feelings could get thrown in the air Cause I accidentally caught that I need some new boxing gloves, shit got hectic whenever I fought back For example, ten minutes can't go past without you brushing my thoughts That's fourteen forty a day so I'll say a hundred and forty four times I think about you or something like that Lost match, the fucking thought of you with somebody else I don't like that; cellular convos getting left in the wrong Cause I get so fucking mad when you don't write back This isn't a song, I just happen to rhyme when I get emo And find time to write facts (fuck) I love you  Can we add some more color, um, like, some more, yellow Yeah, that's good  I fucking hate you But I love you I'm bad at keeping my emotions bubbled You're good at being perfect We're good at being troubled, yeah I fucking hate you But I love you I'm bad at keeping my emotions bubbled You're good at being perfect We're good at being troubled, yeah  Girl, you fucking with my emotions The fuck is all this noise about? I even considered picking up smoking You turned to a bitch, who let the dogs out? But in my dog house My bitch is the raddest Crazy who makes me the happiest Can make me the saddest Look Alice Let's get lost in your wonder-er-land fuck an atlas You're perfectly perfect for me What the fuck is this, practice? Actually, if you even consider leaving I'll lose a couple screws in due time, I'll stop breathing And you'll see the meaning of stalking When I pop out the dark to find you And that new dude that you're seeing with an attitude Then proceed to fuck up your evening Make sure you never meet again like goddamn vegans Cause when I hear your name I can not stop cheesing I love you so much that my heart stops beating when you're leaving And I'm grieving and my heart starts bleeding Life without you has no goddamn meaning Sorry -- I'm passive-aggressive for no goddamn reason It's that my mood change like these goddamn seasons I'll fall for you, but I love you  I'm bad at keeping my emotions bubbled You're good at being perfect We're good at being troubled Yeah  The sky's falling girl, let's try to catch it The sky's falling girl, let's try to catch it The sky's falling girl, let's try to catch it tonight The sky's falling girl, let's try to catch it The sky's falling girl, let's try to catch it The sky's falling bitch, let's try to catch it tonight  <i>[Pharrell (Tyler):]</i> C'mon baby Even though I hate you I still love you I love you And Salem, my love (I know) I'm passive aggressive (I'm sorry, fuck) (Come here) I like when we hold hands (You're the best around) See I get jealous (fuck) And if I see that nigga (If I see him) I just might kill him (look) (Look. I wanna strangle you, till you stop breathing) Love, love, love (Spend the rest of my life, looking for air) (so you can breathe, or we can die together, you and me) (Fuck, look) I'm in love (Love)  <i>[Tyler, The Creator:]</i> I fucking hate you But I love you I'm bad at keeping my emotions bubbled You're good at being perfect We're good at being troubled, yeah I fucking hate you But I love you I'm bad at keeping my emotions bubbled You're good at being perfect We're good at being troubled, yeah  <i>[Tyler, The Creator as Wolf and Salem:]</i> Wolf: ""Yo, why is Samuel such a fucking dick?"" Salem: ""He isn't such a badass actually. He's only here because he ran away, because some shit happened back home. He's actually a dweeb"" Wolf: ""Yo, what happened?""",Wolf,2013
43,0.196,0.693,0.11,-0.9964,"<i>[Verse 1:]</i> Geek, fag, stupid loser find a rope to hang I'm not bipolar, see I'm just known by those couple names I wanna tell my pops but shit, he'll probably say the same Fuck.. Hated by everyone thats the way it seems I don't know whats shorter, his damn temper or my self esteem I sit in my room and I listen to tunes, I'm amused alone Because none of the cool kids would let me join a team Depression on the stalk again My best friend is an inhaler because it will not let me cough Whenever I am losing Oxygen, bully hand around my neck Because he felt disrespected when I decided to talk again I brought that on myself, see I should know my place But not at lunchtime, see I know better then to show my face around them But the day I do it will be everywhere When I share these feelings Finally they gon' fucking care  <i>[Hook]</i> Grab a couple friends, start a couple riots Crash a couple Gather all the bullies, crush them motherfuckers Odd future hooligans causing up a ruckus Its Us. Nigga. I said its us, nigga.  <i>[Verse 2:]</i> Murder, murder, m-murder the last they heard of you Was when I... ""uh"" with all them burners, you Think that I'm some punk bully bitch who ain't gone trouble you Well I'm gonna burst your bubble two times if you don't mind umm ""Who are you again?"" I'm Sammy and thats Tyler And we came to get wild and style in these trench coats! Don't start asking whats packin in these trench coats! But just know if you start acting I'm grabbin for these trench coats! My step-father called me a fag, I'll show him a fag I'll light a fire up in his ass And recently them assholes that be fuckin' with me in class. So I'mma keep them motherfuckers there and make sure they pass Huh. My prom date, she distance my offer So I'mma <i>[?]</i> and toss her in the principles office Oh, now you wanna conversate with me try to be my friend?  (Yeah but my parents)  Oh don't worry you will probably never see them again  <i>[Hook]</i>  <i>[Bridge]</i> Bum bum bo bum bum Bum bum bum bum bum Bum. bum. bum. burumrumrumrum bum bum bum Bum bum bumbumbumbum, hehe We are the Sams, and we're dead its just four of us We come in peace we mean no harm and we're inglorious We took their heads but we just took back what they took from us I guess we lost ours  <i>[Verse 3:]</i> Music had nothing to do with my final decision I just really wanted somebody to come pay me attention But nobody would listen, but stuffed animals that I had Since I was a kid but I'm growing up so they missin' I didn't mean to hurt anybody I'm sorry I wouldn't hurt a fly or consider joining the army I'm hardly ever angry, roger rabbit framed me Momma I'm the same fucking kid that you made see? I don't wanna go to jail I just wanna go home And I want those fucking kids at school to just leave me alone And I... I hear helicopters make them dip I'm fucking reloaded I told you all that I ain't takin' shit You better backup before this mac starts to lift up I'll pump it like my inhaler when asthma begin to act up The difference between us and our class is tan khakis I got 99 problems and all of them is being happy",Wolf,2013
44,0.194,0.722,0.084,-0.9978,"<i>[Verse 1: Tyler, the Creator]</i> Tall ugly nigga with lips bigger than tigger, Only blue print on these Vans like I don't listen to Jigger, (Uhh), Cotton-picking nigger, Golf Wang season sicker than the block, Colette and skateshops, where wolves deal 'em, (Uhh), Workshop is awesome, ask Dill And let's pretend like, I'm not making dollar Bill Withers on these fucking stickers, (Uhm), Pulling down my zipper and she quick to say she doesn't suck, Bitch, cut the crap like dyke booty when they scissor, (Uhh) Pink haired Mrs, I'm her mister, sipping slurpees, bag of chips, Now show your tits for mister Fuji, take a picture, (Uhh), OF is popping like a blister, need some listerine, Spitting got us balling like we Mr. Clean's sister, (Uhh), Sick of being black, sipping paint thinner out of ten flasks, Plotting on the babysitter before dinner, and hopefully I get her, If I don't, Fuck it then, see I never simp son, pull the opposite of Smithers, I'm done bitch  <i>[Hook: Casey Veggies &amp; Tyler, the Creator]</i> Until the ozone leaves and the Earth is hot, Loiter Squad lurking in the parking lot, The moon not working and the stars align, I stay golden, y'all thought I was out my mind, Loiter Squad lurking in the parking lot, Loiter Squad lurking in the parking lot, Loiter Squad lurking in the parking lot  <i>[Verse 2: Tyler, the Creator]</i> (Somebody told me...) I had a decline in the buzz, not a shocker bruh, I had the stun gun in my bum, And when I drop shit you better have a towel and a sponge, And ask why bitch, I eat a ton bucket of chum, In Bikini Bottom, I am the biggest problem, This shit fishy niggas dip like we were set in Harlem, Eaters turn them into nuggets like Carmelo Anthon(y), We just sit and burn shit just like my fucking anthem  <i>[Verse 3: Mike G]</i> I'm like goals, those is something you have to stand to reach, My campaign speech elect me, Commander in Chief, Respect to me is ever minor, appearances cause mass hysteria, But I'm still uncomparable, I'm like the face of America, I'm the ambassador from a land made of gold, I'm a fuckin' centerfold, I'm somethin' to behold, I can kill a hundred shows, take on for the road, I'm results of putting persistent pressure on coals  <i>[Hook]</i>  <i>[Verse 4: Tyler, the Creator]</i> It's a dog eat dog world, don't get bit bruh, A son of a bitch I am, yup, I'm a sick pup, (I thought that you were nice) Yeah I am slut, I'm also half ass a racist who hates niggas, Yep I'm a mixed mutt Preme is the top bunk, green is the pillow case, Golf is the bedsheets, (Hat and my T-shirt), TrashWang sticker on that Chima Ferguson, I'm real with the box, and I murder with the pen, It's Bimmer Boy's boy never swerving in the Benz, I'm listening to Dead Sam demos on the ten, Can I get a medium with cheese and bacon?  It's Loiter Squad nigga... Fucking Loiter Squad...  Sam's after you Sam's after who? You! For what? What the fuck? He found out that you and Salem are hanging out, he said he gonna kill you Kill me? What the fuck you mean kill me? Slow down, slow down, what the fuck you mean he gonna kill me? I don't know, he just said he gonna kill you Not if I get to him first",Wolf,2013
45,0.224,0.667,0.109,-0.9994,"<i>[Intro]</i> I'm saying, you know, like All I ever told you to do was grow up, don't grow down You know, like, you know, grow up Don't grow down, grow out You go from being a kid, doing your thing, hanging out with your friends Months later you're world famous You're a gay rights activist, and you don't even know it You know what, I don't wanna say it to you no more, Tyler Fuck you Tyler  <i>[Verse 1: Domo Genesis]</i> Watch me get this money nigga, tired of being hungry nigga Nothing funny, sass me while I'm thrashing, I'mma punch you, nigga Never made of plastic, I'm a savage, you look lunch my nigga Passing all you hating fucking fags we don't discuss, my nigga We ain't on no jolly shit and we don't pop no mollies, bitch I'm hockin', spitting got some niggas out here poppin' ollie switch Buncha novices, Odd Future the squad, is thick Them young niggas is back and brash, attacking with no common sense We the last of a dying breed And we don't give a fuck, so we cannot supply your needs You stupid niggas who had said our hype is dying, please My pocket's solid, making profit off the highest tees Bitch, merch twerk as I get on the verse, cursin' Nigga Dom so cool, I refer him in third person Watch me get this money, I'm up when the bird's chirpin' Make actions, fuck rehearsing  <i>[Hook x2: Domo Genesis]</i> Nigga, summer, fall, winter-time, 24/365 You niggas gon' give me mine, I don't have plenty time Flying out at any time, getting money, any grind You niggas gon' give me mine, you niggas gon' give me mine  <i>[Verse 2: Tyler, the Creator]</i> In a world where kids my age are popping mollies with leather Sitting on Tumblr, never outside or enjoying the weather Can name a sweater, but not a talent or don't know if whether Or not they got one, tried to change their life for the better I was a drama club kid, I run where the fun did, my nuts itched I was defiant, always said, ""Fuck shit"" Hated the popular ones, now I'm the popular one Also hated homes too, til I start coppin' me some See I don't beez in the trap, nigga, I beez in the b's And I be gassin' up my buzz like some bees at a Shell Fucking sick and getting bigger like I sneezed on Adele And bitches getting touchy-feely like they reading some braille I bust quick like gun-holders with short tempers, and well I tried to tell the kids, like fuck it, start being yourself These fucking rappers got stylist, it's cause they can't think for themselves See, they don't have an identity, so they needed some help, but Really, boy? Posers looking silly boy I'm in that past season 'Preme shit, older than Tity Boi Not a diss, but same with ice cream, my shit is (Diddy Riese) Na'kel Smith. Transworld page 64 Poppin' like oil, ollies, and fire flames I'm harder than DJ Khaled playing the fucking quiet game The fuck am I saying? Tyler's not even a violent name I'm 'bout as threatening as stained windbreakers in hurricanes But he rapes women, and spit wrong, like he hates dentists God damn menace, 666 and he's not finished And my shit's missing, he hates women, but loves kittens See y'all niggas trippin' man Look at that article that says my subject matter is wrong Saying I hate gays even though Frank is on 10 of my songs Look at that Mom who thinks I'm evil, hold that grudge against me Though I'm the reason that her motherfucking son got to eat Look at the kid who had the 9 and tried to blow out his mind But talk is money, I said, ""Hi,"" I guess I bought him some time Look at the ones in the crowd. That shit is barnacles, huh? They thought I wasn't fair until I threw a carnival, huh? But then again, I'm an atheist that just worships Satan And it's probably why I'm not getting no fucking album placements And MTV could suck my dick, and I ain't fuckin' playing Bruh, they never played it, I just won shit for their fucking ratings ""Analog"" fans are getting sick of the rape All the ""Tron Cat"" fans are getting sick of the lakes But what about me, bitch? I'm getting sick of complaints But I don't hate it when I'm taking daily trips to the bank Over and over, shit, who gives a fuck what I think? My fans don't, they turning on me, shit, they're almost extinct Fuck buying studio time. I'mma go purchase a shrink Record the session and send all you motherfuckers a link, bitch  <i>[Hook]</i>  <i>[Verse 3: Earl Sweatshirt]</i> This shit just like the nights I look forward to not remembering So much for being sober, I hope that you can forgive me But Momma, I'm close to the edge as possible (Why don't you jump you fucking pussy?) All I'm seeing is the drop in my ocular, jumping like they told me That the 40's half off, like you know that cliff Don't need a therapist to tell him he could float that shit (Fucking faggot) Or get compared to fucking pair with all the program kids So maybe a pair of pale bitches for the gonads lick (I'll show you) Malt liquor filling me up, and all us not giving no fucks and All of them sensitive chumps in awe when that pistol erupts (Pistol, I got one!) Dirty one spitting that sumpy raw till his wrists in the cuffs Brother the Pigeons is us Bid you goodnight and good luck (Oh, shut the fuck up!) <i>[Gunshot]</i>  <i>[Outro: Sam]</i> Samuel's here Where's Wolf? Fucking faggot Salem was mine, bitch Was that good enough, you fucking pussy?",Wolf,2013
46,0.278,0.625,0.096,-0.9996,"<i>[Na'kel, Tyler, The Creator, Lee Spielman:]</i> Sawed-off, I eat those These clothes, they free though Straight from the back of the Supreme store Don't give a fuck about these hoes-- Hold on, hold on, hold on, run that shit back! (This is a DJ Stankdady exclusive!) I want the black kids to like me for this one, man Trashwang! Woah! Illegal CIV! Trashwang! Yo! Golfwang! Trashwang!  <i>[Nakel:]</i> Bitch, I'm with the fucking extras Big dog, cup full of egg nog Don't give a fuck 'bout shit but clips and Camp Flog Gnaw Sawed-off, I eat those These clothes, they free though Straight from the back of the Supreme store Don't give a fuck about these hoes They just slob knob in New York shows Thirsty for the clips till I'm not flow Pusha Georgia trip, bitch I got it poppin' Me and Jasper going coffin shopping Hoes see the board be a lotta boxes Bitches see the boy and they mouth be frothing Chain is glossing Bitch  <i>[Hook:]</i> Trash Wang niggas Thriller, we the killer You can tell I'm Golf Wangin' By the fucking stickers OF or Wolf Gang My niggas is my niggas Don't let them skateboards fool you Know niggas that pull triggers  Trash Wang, nigga, that's what's up Trash Wang, nigga, that's what's up Trash Wang, nigga, that's what's up Trash Wang, nigga, roll a blunt  Trash Wang, nigga, that's what's up Trash Wang, nigga, that's what's up Trash Wang, nigga, that's what's up Trash Wang, nigga, roll a blunt  <i>[Tyler the Creator:]</i> Wolf Gang, Golf Wang, yeah, them niggas is swell Tighter than a straight nigga going to jail Locked in a box, nigga, off them socks I can finally afford the bail My bitch isn't bad She's pretty normal looking with a real nice ass Now hop off my dick, what it be Bitch, Mob, Task, Force, Lil, B, nigga Speaking of the devil Y'all niggas cornier than kettle Y'all couldn't smoke crack or heroin In a Black Ops plane and reach my level Ate some bugs and I made some carats Fuck y'all niggas' bullshit, y'all cherish I'm 21, I threw a party but… Difference is, y'all didn't have a Ferris Wheel  <i>[Jasper:]</i> 55 grams in that blunt, nigga I face that Just copped that motherfucker bimmer nigga I race that Keep talking that shit I'll pull your card Get chipped like that nigga from Stomp The Yard Don't fuck with Jasper He a retard Kill your motherfucking grandma and have your family scarred  <i>[Tyler the Creator:]</i> Might fuck around and be a goat named Felicia Sorry, got a little excited It's probably all the meth Walt Jr. provided Wolf Gang, up in this bitch Red Riding Hood is pissed Somebody tell Megan and Sara to come and suck a-  <i>[Hook]</i>  <i>[Taco:]</i> Beamers for days White bitches is slaves Niggas ain't with that warfare My goons got aim 100 racks before 18 200 before I hit 6 feet Nigga we bout it bout it Yo bitch try to suck my dick  <i>[Lucas:]</i> Holding up my chain Versace Flocka Flame Pull up in the tank Cock back and aim (ouch) Spitting my verse wearing gold fangs I'm loading up the nine shouting Golf Wang Your bitch tattoo It say my name Sachee Santana Nigga bird gang Supreme team Seventh veil Paying all these ratchet's Phone bills  <i>[L-Boy:]</i> (What) Yeah Y'all niggas thought it was a game We shutting the motherfucking shit down now nigga It's over for you bitch niggas I'm here with my nigga nasty Nak', Mr. Versace Wolf Haley in this motherfucker Jasper The Motherfucking Dolphin And my nigga, Mike G We taking this shit over Its shut down for you bitch niggas I got the Tec Im bustin' at y'all bitches heads nigga Fuck all you niggas It's getting hot in here  <i>[Tyler:]</i> Odd Future Wolf Gang bruh we Kill 'Em All Golf Wang sticker on that Trash Wang Nigga knows that OF popping - Loiter Squad, Flog Gnaw OFWGKTA yeah you niggas know them seven letters long Yeah, Wolf Gang up in this bitch Golf Wang up in this bitch Litter Life up in this bitch OFM, banging on your motherfuckin' FM Nigga, fuck you thought this was, nigga? Haha Click-click (gunshot) What the fuck was that",Wolf,2013
47,0.034,0.785,0.18,0.9841,"<i>[Salem]</i> You wanna hear the new song we just did? It's not finished but... yeah  <i>[Coco O - Intro:]</i> I want to go I want to go Baby let's go To my treehome Treehome  <i>[Verse 1:]</i> Special So let's go Lets go oh oh Oh, lets go I wanna go (Mmm) Treehome <i>[Tyler]</i> (Bridge!)  <i>[Tyler &amp; Coco O - Bridge:]</i> Coming for you Oh yeah, we won't stop You're my favorite crayon in the box Lets think outside the lines  Come to my tree house, yeah Let's escape then let me go head first And from what I've heard, it's great It's great  <i>[Verse 2:]</i> <i>[Tyler]</i> (There's a party) <i>[Erykah Badu]</i> Tuesday is good news day Not usually a full tray Can you pack your PJs? <i>[Tyler]</i> (There's a party) <i>[Erykah Badu]</i> Come into my treehome Boy, you must be special <i>[Tyler]</i> (I'm special baby) <i>[Erykah Badu]</i> No one ever comes here  <i>[Erykah Badu - Outro:]</i> Tuesday is good news day Not usually a full tray Can I pack your PJs? You must be special Come into my treehome Boy, you must be (Let's just escape) (Let's go to my tree house baby) Special  Lets just escape You and me (Oh, he's special) Let's just escape Will you come into my tree house?",Wolf,2013
48,0.177,0.731,0.092,-0.9964,"<i>[Intro - Tallulah]</i> Tamale! Tamale! Tamale! Tamale! Tamale! Tamale! Tamale!  <i>[Verse 1 - Tyler, The Creator:]</i> They say I've calmed down since the last album Well, lick my dick, how does that sound? (Umm) Smell my gooch, you could kiss my buns And I don't give a shit, ban my rectum Somebody said bands make her dance You think you're getting cash, no bitch, you're dumb The only thing that you're gonna get is this dick Wait turn this up, bitch, this my jam (Where the drums at?) Here, take a goddamn picture And tell Spike Lee he's a goddamn nigga And while you're at it, pass the lotion And fapping and Xbox Live, that fun Before I cum, I'm calling your sister When she comes over, I take picture Instantly put it on Instagram And suplex her off a building if I get banned  <i>[Hook - Tallulah and Tyler, The Creator:]</i> Tamale! Tamale! Tamale! Tamale! Why y'all so salty? Hot tamale is on A can of beans, bitch, I'm on Your boy is bad to the bone  <i>[Verse 2 - Tyler, The Creator:]</i> Bring back the horns that was played in the beginning And tell Tony Parker that I found his vision And if he's tripping off my sneak dissing Then he has to deal with me and my minions Tryna get a bimmer, E46 Have you heard ""48"", motherfucka I'm great Golf Wang prints always cover the sleeves From cuts for the Biebs, 'cause he's puffin' the trees, please Fuck I look like? Got a new bike tire Never pop like the puss on a butch dyke Think I give a fuck, I do go raw Then I bust in her jaw like (Fuck that disease!) My urethra, hole that I pee from Bigger than the obese neck on Aretha Now turn that snare down I'm back like I'm Rosa Parks fare on the same damn bus Like, ""You're going to jail now!""  <i>[Hook - Tallulah and Tyler, The Creator:]</i> Tamale! Tamale! Tamale! Tamale! Why y'all so salty? Hot tamale is on A can of beans, bitch, I'm on Your boy is bad to the bone  <i>[Verse 3 - Tyler, The Creator:]</i> How much wood could a woodchuck chuck? If a woodchuck could ever give a fuck? Bitch Suck Dick, motherfuck you and your opinions (Can you kick it?) Yes, I can sir, where the lump is Sicker than the last bar bold-er, I’m a CO Colorado, fuck Michael, bitch, I’m badder than my BO Find me and Lance tryna dance during chemo Before they repossess our strong arm bands and tuxedos  <i>[Hook 2 - Tallulah &amp; Tyler, The Creator:]</i> Yeah, buddy, this is my jam, na na na na na na na! Golf Wang, Golf Wang, no, fuck you, na na na na na na! Why y'all so salty? Hot tamale is on Can't agree? Bitch, I'm on Your boy is bad to the bone  <i>[Verse 4 - Tyler, The Creator:]</i> How many fags can a lightbulb screw? Well if it has a dick, maybe two or six And tell the NRA I'm about to lose my shit Shoot through Wayne LaPierre's hair with a crucifix How many ladies in the house? How many ladies in the house without a rich nigga, huh? A little Jergens in my palm for the jerkin' Hope my mom don't catch me, tryna set mood Little Redtube, fuck lotion, I don't need lube, dry fist suits me Up and down, the friction makes a squeaky sound, the shit's kind of disgusting Fap time and before I flatline, Clancy chimes in my room and catch me This shit's so damn embarrassing like...  <i>[Outro:]</i> <i>[Wolf:]</i> Oh, shit, aw fuck <i>[Clancy:]</i> What the fuck! <i>[Wolf:]</i> Aw, I'm sorry <i>[Clancy:]</i> Is that my shirt? <i>[Wolf:]</i> Yeah, sorry, I needed something <i>[Clancy:]</i> Clean that shit up, we're going to the office!",Wolf,2013
49,0.192,0.737,0.07,-0.9981,"<i>[Dr. TC:]</i> So, what's going on Wolf? Talk to me man...  People worry, we hear stories about you getting into fights  and all this unnecessary bullshit. What's on your mind? Talk to me I'm here.  <i>[Hook: Tyler, The Creator]</i> Domo roll another one, I'm just fuckin' with you I ain't smokin' none My squad bring terror, no intended pun Merch booth made niggas extensive funds Momma got the Rover with the Range She don't ever ever gotta struggle, not again And I put that on my dead grandmother's name...too soon  <i>[Verse 1: Tyler, The Creator]</i> My nigga Slater, yeah that's my little pony Little homies is reppin' like I been fuckin' with Kony Nigga Phillip and Kobe, to my niggas that know me Ya boy seem happy as fuck but truthfully ya boy lonely Niggas a target for marketing, he's an artist Can't even walk into Target without bothering customers bothering Asking me for a picture, then I talk to their sister Naw nigga, get lost, you're fucking smothering God I wanna quit, but I can't, cause mother and sister can't pay the rent 4 stories with storage, I'm 21 with a mortgage And tourings' paying the bills, life is paying for thrills Lifes' a bitch bruh but from the third floor which is gorgeous A year ago I was broke, now how can I afford this I started off with disposables now I have an assortment And I'm using these negatives to develop a portrait Now the frame is a pain in the ass to get it in Without a scratch or stain on the glass But that's not important, just as long as it's printed And I hinted it is, and when I get it I'll make sure you get a copy bitch Shit I'll even add a signature with the fuckin' pic-ature I'll even tell you the film I used in the aperture  <i>[Hook]</i>  <i>[Verse 2: Tyler, The Creator]</i> Grandmother died, didn't cry not a tear I got a lot of fuckin wind no water dripped out the eye But when I got the news, yup it left your boy stuck Cause when my mom dipped out she was the one that gave me a fuck Mom callin' and callin', I'm on my way to a show I answer, she cryin' sayin' Sadie is dyin' The doc said she only had a week for us to speak Before she deceased, cause cancer was just eating her cheeks up Fuck, nah this is really awkward for me bruh I hang the phone up, and adjust my seat back And started to think, like ""What the fuck just happened?"" I never had a death and I just seen her a week ago Meet them at the hospital I should In between the set of BADBADNOTGOOD Lionel asked what happened I said it's bad bad, not good Just take me to the Cedars-Sinai off of Oakwood Gettin' there, family sittin' center chair Awkard in the lobby, it was floating in the thinning air Getting there, need a sticker saying how I got in there, there's a room Open up the curtain, she's just sitting there, hello Our conversations brief, couldn't even make eye contact when we speak Lookin' at her you could tell all she had was weak And I'm not talkin' days bruh, I'm talkin' 'bout her strife I sat there 20 minutes tops, hopin' it was just a fuckin' plea that she could cop She died that night  <i>[Dr. TC:]</i> Oh that's heavy man, I'm sorry for your loss  <i>[Tyler:]</i> Yeah whatever, don't worry about it..  <i>[Dr. TC:]</i> Last time I seen Sammy he was lookin' for you  <i>[Tyler:]</i> Fuck that nigga Sammy  <i>[Dr. TC:]</i> Uhh... Have you seen him?  <i>[Tyler:]</i> Nah but if I seen that nigga I woulda killed 'em",Wolf,2013
50,0.214,0.622,0.164,-0.9901,"Um, excuse me mister but can you please turn down the lights I don't really like all these cameras, man And this shit just don't feel right And I don't really wanna be rude to you, sir But fuck you mean I can't wear my hat in here? And you got me fucked up, if you think I care, nigga  I hope you little niggas is listening Them Golf Boys is in this bitch like an infant The blind niggas used to make fun of my vision And now I pay a mortage and they stuck with tuition So special the teacher asked if I was autistic And now I'm making plates, you just washing the dishes So if you don't mind, get the fuck out of my kitchen But keep your ego here so I can butt fuck your opinion But in the meantime brainwashing millions of minions Leader of the new school And you will never catch me in none of their fucking shin-digs I hope you fucking niggas is angry, pissed, and offended In Search of... did more for me than Illmatic That's when I realized we ain't cut from the same fabric I made my own shit, you went out and bought yours Man I got too much drive, motherfucker, I hate traffic La-di-da-di, I'm going harder than coming out the closet to conservative Christian fathers When it's a lot at stake carne asada let's be honest, I'm really morphing Named the album Cherry Bomber cause Greatest Hits sounded boring  I don't like to follow the rules, she said that I must I don't have any armpits She wanted to talk who's in charge of this Golf shit I said ""Howdy do? How are you? I'm the sergeant"" And who I are isn't really important My heart is as dark as a window with car tint So hop in with your friends, yellin' out ""unpark it"" And I'll do donuts until the fat one is carsick It's young T  I don't like to follow the rules And that's just who I am I hope you understand  And I don't really think y'all cool So give yourself a hand No, no, give yourself a hand  Better pose for that camera Better pose, boy you better pose And it's your life nigga I suppose For the lights, for the camera, and the action  Now you're face is meltin' from the flash of the big ol' lights Nigga you ask for this life  Welcome to death camp Yeah, welcome to death camp Yeah, welcome to death camp  Kissing on my bean bag Your lips half on my tongue Moonwalk through your hair (For the lights, and the camera, and the action) This is fun I can tell I don't know if you'll handle it well Welcome to hell camp (Lights, and the camera, and the action) You should be mine in a way tonight (For the lights, and the camera, and the action)",Cherry Bomb,2015
