lyrics,title
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[""911"":]</i><br/>
<br/>
<i>[Tyler, The Creator:]</i><br/>
Call me, call me, call me, uh<br/>
Call me, call me, call me, uh<br/>
Call me, call me, call me, uh<br/>
Call me, call me, call me<br/>
Call me, how you doin'?<br/>
Call me, my name is Lonely, nice to meet you<br/>
Here's my number<br/>
You can reach me, woo!<br/>
<br/>
Call me<br/>
911, call me some time<br/>
You should call me<br/>
911, call me some time<br/>
You should call me, oh<br/>
911<br/>
Call me<br/>
911<br/>
<br/>
Yeah, yeah, yeah, yeah<br/>
My thirst levels are infinity and beyond<br/>
Sippin' on that lemon, ayy, I need a Beyoncé<br/>
Can't see straight, these shades are Céline Dion<br/>
Sucks you can't gas me up, shout out to Elon<br/>
Musk, yeah I got a sold out show<br/>
Crowd wild out but don't matter 'cause you not front row<br/>
I've been lookin' for a keeper, listen to the speaker<br/>
If you fit description, hit me on my beeper<br/>
At that 911<br/>
<br/>
<i>[Steve Lacy:]</i> Call me some time<br/>
<i>[Kilo Kish:]</i> Ring, ring, ring<br/>
<i>[Steve Lacy:]</i> Please bling my line, you know I'll answer<br/>
<i>[Tyler, The Creator:]</i> Click<br/>
<i>[Steve Lacy:]</i> Call me some time<br/>
<i>[Kilo Kish:]</i> Ring, ring, ring<br/>
<i>[Steve Lacy:]</i> Please bling my line<br/>
<br/>
<i>[Tyler, The Creator &amp; Syd]</i><br/>
Call me<br/>
911, call me some time<br/>
You should call me<br/>
911, call me some time<br/>
You should call me, oh<br/>
911<br/>
You should call me<br/>
911<br/>
<br/>
<i>[Frank Ocean:]</i><br/>
Chirp, chirp<br/>
Chirp, chirp<br/>
Woke up in the burbs, burbs<br/>
With the the birds, birds<br/>
Where you used to come and get me with the swerve, swerve<br/>
These days you gotta find time<br/>
Even the night line<br/>
Work line<br/>
Dial 9<br/>
<br/>
<i>[Tyler, The Creator:]</i><br/>
Five car garage<br/>
Full tank of the gas<br/>
But that don't mean nothin', nothin'<br/>
Nothin', nothin', without you shotgunnin' the passenger<br/>
I'm the loneliest man alive<br/>
But I keep on dancin' to throw 'em off<br/>
I'm gon' run out of moves 'cause I can't groove to the blues<br/>
If you know any DJs, tell 'em to call me at 911<br/>
<br/>
<i>[""Lonely"":]</i><br/>
<br/>
<i>[ScHoolboy Q:]</i> I can't even lie, I've been lonely as fuck<br/>
<i>[Tyler, The Creator:]</i><br/>
Old lonely ass nigga... need to go and get some bitches or something<br/>
<i>[ScHoolboy Q:]</i> I can't even lie, I've been lonely as fuck<br/>
<i>[Tyler, The Creator:]</i> Weird ass nigga<br/>
<i>[ScHoolboy Q:]</i><br/>
I can't even lie, I've been lonely as fuck<br/>
I can't even lie, I've been<br/>
<i>[Tyler, The Creator:]</i> Lonely, lonely, lonely, lonely<br/>
<br/>
They say the loudest in the room is weak<br/>
That's what they assume, but I disagree<br/>
I say the loudest in the room<br/>
Is prolly the loneliest one in the room (it's me)<br/>
Attention seeker, public speaker<br/>
Oh my God, that boy is so fuckin' lonely<br/>
Writin' songs about these people<br/>
Who do not exist, he's such a fuckin' phony<br/>
One thing I know, is that I wanna<br/>
Win so bad, but I'm not Chicago<br/>
Heart is low, it's real low, it's so low<br/>
You can't lift me up, I'm like a 'Lardo<br/>
From the start it's been real dark<br/>
It's been so dark I guess that you could call it charbroiled, huh<br/>
I'm playin' like Hasbro<br/>
I'm really sorry, call me auto<br/>
Crashed the McLaren, bought me a Tesla<br/>
I know you sick of me talkin' 'bout cars (skrrt)<br/>
But what the fuck else do you want from me?<br/>
That is the only thing keepin' me company<br/>
Purchase some things until I'm annoyed<br/>
These items is fillin' the void<br/>
Been feelin' it for so long<br/>
I don't even know if it's shit I enjoy (oh)<br/>
Goin' backdoors and at door<br/>
My partner is a chateau<br/>
I need love, do you got some I could borrow?<br/>
Fuck it, I can find some tomorrow<br/>
Woah, but that never comes<br/>
Like a vasectomy, what have I done?<br/>
I got the talent, the face and the funds<br/>
Found myself long ago but I haven't found someone (who)<br/>
Mirror, mirror on the wall (who)<br/>
The loneliest of them all (me)<br/>
Cupid actin' stupid<br/>
Do you got another number I could call?<br/>
Never had a pet<br/>
I've never had a pet<br/>
There's more fish in the sea<br/>
But I never had a goldfish to begin with<br/>
I never had a dog<br/>
So I've never been good with bitches<br/>
'Cause I never threw a ball, fetch<br/>
I never had a pet, that's where it stems from, I bet<br/>
Treat me like direct deposit<br/>
Check in on me sometime<br/>
Ask me how I'm really doin'<br/>
So I never have to press that 911<br/>
<br/>
Oh! Damn! Damn!
</div>",911 / Mr. Lonely
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Lil Wayne:]</i><br/>
Moolah!<br/>
Like Adam in the Garden of Eden<br/>
My bitch got an apple bottom and she swallow my seeds<br/>
Follow my lead, fire I breathe, water my sea<br/>
And sit back and watch money grow on trees<br/>
Droppin' C's like classes, these hoes drop they asses<br/>
I drop a seed in her panties, if it smell like pansies<br/>
I'm a banshee in her panties, nigga, ask your mammy<br/>
Never played golf, but got a driver and a Caddy<br/>
Whole squad slammin' like Onyx, you know sticky fingaz<br/>
Some dropped science, I'm droppin' English<br/>
Even if Tyler, named the song flower<br/>
No seeds in the bud, still don't trust bugs<br/>
I'm down<br/>
<br/>
<i>[Tyler, The Creator &amp; Lil Wayne:]</i><br/>
Droppin' seeds on these niggas<br/>
They can't fuck with the boy (Mula!)<br/>
Droppin' seeds on these bitches<br/>
For the love of the sport<br/>
I'm droppin' seeds, got this garden<br/>
Flowers poppin' of course<br/>
I'm droppin' seeds, motherfucker<br/>
Weezy Baby the boy! Yugh!
</div>",Droppin' Seeds
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Say some more, never want to talk about it<br/>
Feel a way, woah<br/>
Feel a way, woah<br/>
Feel a way, woah...<br/>
<br/>
Take me back to November<br/>
Take me back to November<br/>
Hawaiian shirts in the winter, cold water, cold water<br/>
Yeah, take me back to November, wassup<br/>
Can we go back to November?<br/>
Take me back to November<br/>
Hawaiian shirts in the winter, deep thoughts, deep thoughts<br/>
Naw, take me back to November, wassup<br/>
<br/>
What if Clancy fuckin' me over?<br/>
What if 'Who Dat Boy' is rhetorical and this shit is over?<br/>
What if I'm hustling backwards?<br/>
What if my accountant ain't payin' my taxes?<br/>
Fillin' his pockets and IRS show up asking me questions<br/>
I couldn't answer 'cause I was too busy tryna make classics<br/>
Boy ain't got no motherfucking classics<br/>
What if my music too weird for the masses?<br/>
And I'm only known for tweets more than beats or<br/>
All my day ones turn to three, fours cause of track seven<br/>
Fuck, what if I get stuck?<br/>
What if I got comfortable? I gotta keep it buck fifty<br/>
What if I lost it all and ended up back in Ladera<br/>
At them shitty apartments that's across the Bank of America<br/>
Damn, I would be hurtin'<br/>
Writing all of these songs cause Wi-Fi wasn't working<br/>
Last year in total, I put out two verses<br/>
But five seven figures since then, life's kinda perfect<br/>
Oh is it really? Oh is it really? Bitch you know the dealy<br/>
Really hilly willy tilly silly, hold that billy how I Milly Rock<br/>
When they can't relate him, when they start to hate him<br/>
They don't drive these cars so whats they ultimatum?<br/>
Tell me, what's your November? Is it a person?<br/>
Mine was the summer '06, I remember the...<br/>
What if I thought the brake was the gas? What if I crashed?<br/>
What if these deep thoughts was my last?<br/>
Let me pull over, quick!<br/>
<br/>
And drive back to November<br/>
Take me back to November<br/>
Hawaiian shirts in the Winter, cold water, cold water<br/>
Yeah, take me back to November, wassup<br/>
Can we go back to November?<br/>
Take me back to November<br/>
Hawaiian shirts in the Winter, deep thoughts, deep thoughts<br/>
Naw, take me back to November, wassup<br/>
<br/>
My November was those Odd Future Sundays, where we used to just skate all day<br/>
My November was performing with Lil Wayne<br/>
My November was awesome, I booked my first feature film<br/>
My November was when my brother took me to first concert ever...<br/>
My November was summer 2015 when I fell in love with someone who fucked my whole world up, showed me life through a different<br/>
2014 Miami 43rd Street, everyday was November<br/>
<br/>
Take me back, take me back<br/>
Take me back, take me back<br/>
Take me back, take me back, take me back<br/>
Take me back, take me back<br/>
Take me back, take me back<br/>
Take me back, take me back<br/>
Take me back, take me back, take me back<br/>
Take me back, take me back<br/>
I ain't doin' fine, lost my mothafuckin' mind<br/>
Time travel back and help me find<br/>
Take me back, take me back to November, this I know<br/>
Take me back, take me back<br/>
Take me back, take me back to November, this I know<br/>
""My November is right now""<br/>
<br/>
I wrote a song about you, I want your opinion<br/>
I consider my heart rate has slowed down at the ending<br/>
Cause the love I got for you has exceeded appearance, the lyrics<br/>
Matter of fact, I'mma just call you, so you can hear it<br/>
If you do answer, I play it to state facts<br/>
Although I already know the response you gon' say back<br/>
At that point I'll hang up, disappear and just stay back<br/>
And if you don't I'll leave a voicemail with the playback<br/>
<br/>
Hello, no one is available to take your call<br/>
Please leave a message after the tone...
</div>",November
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Da na na na na, da na na na na<br/>
Da na na na na, my baby<br/>
You've been on my mind (How ya feel?)<br/>
I'm losing my mind because<br/>
I hope that we can be more than just friends<br/>
<br/>
Firework, I feel like glitter<br/>
And every time you come around, I'm, I feel like glitter<br/>
You're the one that I wanna give my life<br/>
You're the one that I need to give my time<br/>
<br/>
Ayo, mirror mirror on the wall, who the brightest of them all?<br/>
I never been the darkest one cause my self esteem is tall<br/>
So I never seen eye-to-eye with y'all niggas, ayo<br/>
Uno peso, never paid attention to what niggas gotta say-o<br/>
So I keep that buck, I ain't give no fuck<br/>
Then bill me up so I block 'em like Lego<br/>
Feelin' glitter, feelin' good and great<br/>
Got the burner got the heat like wait<br/>
Got the shit, its all up on that head<br/>
I use it on myself on the day you dipped<br/>
Got that 4-5-7 track, 8 for me<br/>
Babydoll, I hope you agree<br/>
Because you light my<br/>
<br/>
Firework, I feel like glitter<br/>
And every time you come around, I feel like glitter<br/>
(How you feel?) You're the one that I wanna give my life<br/>
(How you feel?) You're the one that I needed in my life<br/>
Cause I love having you around (I love)<br/>
Cause I love having you around<br/>
<br/>
Yeah, look at my face, look at that joy<br/>
This is one sided, yeah, I can't lie<br/>
We ain't gon' work out, we a fat boy<br/>
Yeah, sumo got it, memo<br/>
Your pale skin see-through, must be a window<br/>
'Cause you ain't an L, could be a DJ<br/>
'Cause when I see you my heart beat changes tempo<br/>
Yeah, simple, that's what I want but I can't<br/>
That's who you are but I ain't (how ya feel?)<br/>
We can track 10 skiptrace, I'm caught in your quicksand, wait<br/>
Please don't save me<br/>
<br/>
(Please don't save me, yeah)<br/>
How ya feel?<br/>
How ya feel?<br/>
How ya feel?<br/>
How ya feel?<br/>
How ya feel?<br/>
How ya feel?<br/>
(Scum Fuck Flower Boy)<br/>
How ya feel?<br/>
(Scum Fuck Flower Boy)<br/>
How ya feel?<br/>
(Scum Fuck Flower Boy)<br/>
How ya feel?<br/>
How ya feel?<br/>
<br/>
""We didn't get your message, either because you were not speaking or because of a bad connection""<br/>
Fuck
</div>",Glitter
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Santigold:]</i><br/>
Snow is falling, it's on the ground<br/>
First delayed but it's cancelled now<br/>
Late to the train broke myself off<br/>
Am I getting closer? Now am I getting closer?<br/>
Taking the streets, I'm moving slow<br/>
Sure made a sweat now, what's there to lose?<br/>
I just wanna get there before you go<br/>
I hope I'm getting closer<br/>
I hope I'm getting closer<br/>
<br/>
Leave the lights on<br/>
It may take a while but I'm coming home<br/>
Lights on<br/>
It may take a while but I'm coming home<br/>
Unlock the door<br/>
I'm coming, I'm coming<br/>
No matter how far<br/>
Leave the lights on<br/>
It may take a while but I'm coming home<br/>
<br/>
<i>[Ryan Beatty &amp; Tyler, the Creator:]</i><br/>
I'll be there in the morning<br/>
I'll be there before you know it<br/>
Going fast as I can<br/>
But the traffic is bad<br/>
And my rental is slow<br/>
I'm coming, I'm coming<br/>
I'm coming home<br/>
You on my team, I can't be alone<br/>
You hear that ring, I pick up the phone<br/>
Call, a plane, a walk, a train<br/>
No matter which way baby, I'm coming home<br/>
Wish that I could press fast forward<br/>
To the part where I get there<br/>
Seeing all the lights on<br/>
<br/>
<i>[Santigold:]</i><br/>
Leave the lights on<br/>
It may take a while but I'm coming home<br/>
Lights on<br/>
It may take a while but I'm coming home<br/>
Unlock the door<br/>
I'm coming, I'm coming<br/>
No matter how far<br/>
Leave the lights on<br/>
It may take a while but I'm coming home<br/>
<br/>
<i>[Tyler, the Creator:]</i><br/>
Bar is low, texts slow<br/>
No goodbyes, no xo<br/>
My flight delay, no echo (Echo, echo, echo)<br/>
Hurry cause the plan's urgent<br/>
I'm trying to get home like the man's version<br/>
Emergency until I see you<br/>
And then you can hold mine like a hand surgeon<br/>
But let me take your bow off<br/>
Wooly knits, Prada hat so I can show off<br/>
You my gift that I can't get until I get to that front door<br/>
It's fluorescent if I leave with the lights on<br/>
<br/>
Yeah, leave the lights on
</div>",Lights On
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Tyler, the Creator:]</i><br/>
It's gettin' cold, chocolate<br/>
Too warm, chocolate<br/>
It's too hot (Hot), chocolate<br/>
<br/>
Leche for my (Woo!) damn self<br/>
Hot chocolate<br/>
You can use water<br/>
Hot chocolate<br/>
I prefer milk if it's 2%<br/>
Marshmallows on top and some extra whip<br/>
You can even use cinnamon, cinnamon on top<br/>
Hot chocolate<br/>
<br/>
<i>[Jerry Paper:]</i><br/>
By the fire, I sip hot cocoa tonight<br/>
It makes me feel all right<br/>
It's Christmas time (Cocoa, cocoa)<br/>
Jigsaw puzzle with my buddies<br/>
Tonight is our big night<br/>
It's Christmas time (Cocoa, cocoa)<br/>
<br/>
<i>[Tyler, the Creator:]</i><br/>
It gets cold in the winter, cold in the wintertime<br/>
Cold that's my favorite, cold that's my favorite time<br/>
It gets cold in the winter, cold in the wintertime
</div>",Hot Chocolate
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
That's a goal<br/>
Could you please tell me what you know about skippin' 24, 25<br/>
'Cause your mom was at her 9 to 5<br/>
Still stacking at the door<br/>
I was wrapping gifts age six with the paper bandanas<br/>
Mom was always honest, I ain't never had a Santa Claus<br/>
She was my amigo like my buddies from Atlanta<br/>
We was hopin' for a signal, too afraid to take the <i>[?]</i>, yo<br/>
<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag<br/>
Run up the back, we runnin' to that<br/>
I Run off the back, we runnin' to that<br/>
I Run up the back, we runnin' to that<br/>
I Run off the back, runnin' to that<br/>
<br/>
That's a big step, snow boots<br/>
But it's hot in herre, '02<br/>
Big bag, fill 'em up with the produce<br/>
Quick fast, Big Macs with the big bag, I throw 'em<br/>
You stay up, get cake up<br/>
For new gifts I take 'em<br/>
You wake up like big mad (Where's my gifts?)<br/>
Roof to roof, I jump, I jump, I take, I take<br/>
It feels the void<br/>
I want, I want (More)<br/>
Way that I sneak in<br/>
I'm about as low as self esteem when I creep in (Boy)<br/>
Don't make noise, my feet thin<br/>
I'm looking for the paper, same color my green skin<br/>
Toys what is on the list<br/>
When it comes to this, I'm too legit<br/>
Tell all them kids that he be the Grinch<br/>
When they ask who has type of heart to do this<br/>
<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag, fill 'em up with the produce<br/>
Big bag<br/>
It's me
</div>",Big Bag
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
<i>[Ryan Beatty:]</i><br/>
Yeah, yeah, yeah, yeah<br/>
La, la, la, la<br/>
La, la, la, la, la<br/>
La, la, la, la<br/>
When the gloves come off, I sleep<br/>
That's when the cold begins to creep (Creep in)<br/>
I can't feel my hands<br/>
<br/>
<i>[Tyler, the Creator:]</i><br/>
Boom, boom, ba-boom<br/>
Go down<br/>
Back to one (Two)<br/>
Yeah
</div>",When Gloves Come Off
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
He's coming riding 'round town, they gon' feel this one<br/>
Riding 'round town, they gon' feel this one<br/>
Ride- riding 'round town, they gon' feel this one<br/>
<br/>
He's coming<br/>
<br/>
He's coming riding 'round town, they gon' feel this one<br/>
Riding 'round town, they gon' feel this one<br/>
Riding 'round town, they gon' feel- they gon' feel this one<br/>
Ride- riding 'round town, they gon' feel this one<br/>
(I'm riding, I'm riding) (Yeah, yeah Igor)<br/>
<br/>
Yeah, yeah, yeah, yeah<br/>
Got my eyes open<br/>
Got my - got my - got my eyes open<br/>
Got my eyes open
</div>",IGOR'S THEME
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
For real, for real this time<br/>
For real, for real, for real this time<br/>
(Bitch, I cannot fall short)<br/>
For real, for real, for real this time (Yeah yeah)<br/>
For real, for real, for real this time<br/>
<br/>
'Cause you make my earth quake, oh, you make my earth quake<br/>
Riding around, your love be shakin' me up and it's making my heart break<br/>
'Cause you make my earth quake, oh, you make my earth quake (Earthquake, ooh)<br/>
Riding around, your love be shakin' me up and it's making my heart break<br/>
<br/>
Don't leave, it's my fault<br/>
Don't leave, it's my fault<br/>
Don't leave, it's my fault (Yeah)<br/>
'Cause when it all comes crashing down I'll need you<br/>
<br/>
'Cause you make my earth quake, oh, you make my earth quake<br/>
Riding around, you're telling me something is bad and it's making my heart break<br/>
'Cause you make my earth quake, oh, you make my earth quake (Earthquake)<br/>
Riding around, your love be shakin' me up and it's making my heart break (You already know)<br/>
<br/>
Ain't gotta ball, D. Rose, huh<br/>
Don't give a fuck 'bout none (Hol' up)<br/>
Beaming like fuck my lungs (Hol' up)<br/>
Now I might call my lawyer (Hol' up)<br/>
Plug gon' set me up (Hol' up)<br/>
Bih, don't set me up (Okay)<br/>
I'm with Tyler, yuh (Slime)<br/>
He ride like the car (Hol' up)<br/>
And she wicked (Hol' up, yuh)<br/>
Like Woah Vicky (Hol' up, yuh)<br/>
Oh my God (Hol' up, um)<br/>
Diamonds not Tiffany (Hol' up, yuh)<br/>
So in love<br/>
So in love<br/>
<br/>
Don't leave, it's my fault (Fault)<br/>
Don't leave, it's my fault<br/>
Don't leave, it's my fault<br/>
'Cause when it all comes crashing down I'll need you<br/>
<br/>
'Cause you make my earth quake<br/>
I don't want no competition, no<br/>
You don't want my conversation (I don't want no conversation)<br/>
I just need some confirmation on how you feel (For real)<br/>
You don't want no complication, no<br/>
I don't want no side 'formation (I don't want no side 'formation)<br/>
I don't even know about that cause I'm for real (For real)<br/>
<br/>
I said don't leave, it's my fault (Come on)<br/>
I said don't leave, it's my fault (Two, two)<br/>
Don't leave, its, it's my fa-ault girl (One, two, three)<br/>
Don't, do-do-do-do-do, I need-
</div>",EARFQUAKE
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
(Fuck, fuck, fuck, fuck, fuck)<br/>
(Skate, fuck, skate, fuck, skate, fuck, skate, fuck)<br/>
<br/>
I don't know where I'm going<br/>
But I know what I'm showing<br/>
Feelings, that's what I'm pouring<br/>
What the fuck is your motive?<br/>
And I wish you would call me, by your name 'cause I'm sorry<br/>
This is not apology, you are such a distraction<br/>
Mess with Tion, off<br/>
Fuckin' up my ambiance, pause<br/>
You drive me cukoo and I cough<br/>
'Cause I want you like Leon Ware (Fuck that)<br/>
Ok, say dinner (Fuck that) OK, wait a minute<br/>
Hydrate that shit, I am on water<br/>
While curiosity killed the feline, gone<br/>
<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? How can I tell you?<br/>
<br/>
I notice that you're there, I'm always in your head<br/>
You're always in my mind, Mister, so<br/>
<br/>
Wasted, boy, I need your attention<br/>
I'm off balance, I need some fixin'<br/>
I'm your puppet, you are Jim Henson<br/>
Fall in love now<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? How can I tell you?<br/>
How can I tell you? Take 'em to the bridge<br/>
<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
I think I'm falling in love<br/>
This time I think it's for real<br/>
<br/>
(Fuck, skate, fuck, skate)
</div>",I THINK
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Exactly what you run from, you end up chasing<br/>
Like, you can't avoid the, the chasing it<br/>
And just like trying, giving it everything that you can<br/>
There's always an obstacle
</div>",EXACTLY WHAT YOU RUN FROM YOU END UP CHASING
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
Running out of time, running out of time, running out of time<br/>
Running out of time to make you love me<br/>
Running out of time, running out of time<br/>
To make you love me (Secrets)<br/>
<br/>
Always spin my head around (Always spin my head around)<br/>
I've been looking for it (For it, for it)<br/>
I've been running out of spells (To make you love me)<br/>
(Secrets)<br/>
<br/>
To make you love me<br/>
I wade in your water (Wade in your water)<br/>
The waves wash over me (Me)<br/>
I drift to the deep end, don't save, don't save, don't save<br/>
It's a low tide, I'll be fine, I found peace in drowning<br/>
<br/>
Running out of time, running out of time, running out of time<br/>
Running out of time to make you love me<br/>
<br/>
Living in pretend<br/>
Keep it a buck fifty<br/>
Fuck, are you livin' in pretend?<br/>
Are you?<br/>
<br/>
So, take your mask off, I need it out the picture<br/>
Take your mask off, stop lyin' for these niggas<br/>
Stop lyin' to yourself, I know the real you<br/>
Halloween ain't for a minute, lose the costume<br/>
You need to chill, OK<br/>
Been running from the targets and them back in the day<br/>
And now they workin' their all, now the track on the DAW<br/>
Actin' the fool, actin' up, or are we packin' the park<br/>
<br/>
But I'm still running out of time, (Out of time)<br/>
Running out of time (Of time)<br/>
Still running out of (Of time)<br/>
Still running out of time (Yup)
</div>",RUNNING OUT OF TIME
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
(Sometimes you gotta close a door to open a window)<br/>
<br/>
I saw a photo, you looked joyous<br/>
My eyes are green, I eat my veggies<br/>
I need to get her out the picture<br/>
She's really fuckin' up my frame<br/>
She's not developed like we are<br/>
<br/>
(Like magic, like magic, like magic wand)<br/>
(New magic, new magic, new magic wand)<br/>
(Like magic, like magic, like magic wand)<br/>
(New magic, new magic, new magic wand)<br/>
<br/>
My buddy said I'm on the spectrum<br/>
Don't call me selfish, I hate sharing<br/>
This 60/40 isn't working, I want 100 of your time, you're mine<br/>
Please don't leave me now, please don't leave me now (Don't leave)<br/>
Please don't leave me now, please don't leave me now (Don't leave)<br/>
<br/>
(Like magic, like magic, like magic wand)<br/>
(New magic, new magic, new magic wand)<br/>
(Like magic, like magic, like magic wand)<br/>
(New magic, new magic, new magic wand)<br/>
<br/>
I wanna be found, passenger in your car<br/>
You wanna get me mixin', there's no pot (Can make her bleed)<br/>
She's gonna be dead, I just got a magic wand<br/>
We can finally be together<br/>
<br/>
You roll the dice, hit a 7, sho' you right, beginner's luck<br/>
You not my first, who gives a fuck?<br/>
Your other one evaporate, we celebrate<br/>
You under oath, now pick a side, and if you don't<br/>
I pick you both, it's not a joke<br/>
Murder, she wrote<br/>
<br/>
Ayo, take one look in the mirror, implications so clear<br/>
I live life with no fear, except for the idea that one day you won't be here<br/>
I will not fetch the ball, eyes are green I eat my vegetables<br/>
It has nothing to do with that broad, but if it did, guarantee she'd be gone (Well)<br/>
I got a plan that could walk independent, he can't understand I'm a hawk in the gymt<br/>
Eyes on the prize, got weight on my chest, that I need to get off or I ain't talking to them<br/>
Can't be in the picture if it got no frame<br/>
Gon' let the world know, 'cause I ain't got no shame<br/>
Blow the whole spot up, 'cause I ain't<br/>
I want to share last names, I want to be your number one, not the other one<br/>
Keep it on the low, I'm in my right mind, keep it on the high<br/>
Jannis Joplin, spillin' feelings, now I'm out here moppin' 'em<br/>
Four on the floor, pack up your bags, we hit the store<br/>
Grab our supplies, no need for masks, bust through the door<br/>
Get the job done like retirement, I admit you look concerned<br/>
New magic wand
</div>",NEW MAGIC WAND
"<div>
<!-- Usage of azlyrics.com content by any third-party lyrics provider is prohibited by our licensing agreement. Sorry about that. -->
No, don't shoot me down (Yeah)<br/>
No, don't shoot me down (Ok)<br/>
No, don't shoot me down<br/>
<br/>
You so motherfuckin' dangerous<br/>
You so motherfuckin' dangerous<br/>
You got me by my neck (A boy is a gun)<br/>
That's why these other niggas lame to us<br/>
'Cause all these other niggas lame as fuck, we show 'em no respect<br/>
<br/>
When the time's right, when the time's right, baby<br/>
A boy is a gun<br/>
(Turn me up a little bit)<br/>
Don't, don't shoot me down<br/>
<br/>
Take your hoodie off, why you hide your face from me?<br/>
Make your fucking mind up, I am sick of waiting patiently<br/>
How come you the best to me, I know you the worst for me<br/>
You sweet as sugar, diabetic to the first degree<br/>
My spidey sensies got me on the fencies<br/>
Whole squad again, the travel bag by Balenci'<br/>
Big dog hittin' big wheelies on the 6 speed<br/>
<br/>
Don't, don't shoot me down<br/>
You so motherfuckin' dangerous<br/>
You so motherfuckin' dangerous<br/>
You got me by my neck (A boy is a gun)<br/>
That's why these other niggas lame to us<br/>
'Cause all these other niggas lame as fuck, they show 'em no respect<br/>
<br/>
When the time's right, when the time's right, baby<br/>
A boy is a gun<br/>
<br/>
Oh you passive aggressive, oh, you fakin' you're mad?<br/>
Oh you wanna go home? Cool, you better call you a cab<br/>
I ain't takin' you home, yeah I'm brushing you off<br/>
'Cause this parka is comb You're my favorite garcon<br/>
<br/>
Don't leave, stay right here, yeah I want you right near<br/>
You invited me to breakfast, why the fuck your ex here?<br/>
Well, let's see if he 'round the garden 'round this time next year<br/>
<br/>
No, don't shoot me down<br/>
No, don't shoot me down (Fucked up)<br/>
No, don't shoot me down<br/>
<br/>
You so motherfuckin' dangerous<br/>
You so motherfuckin' dangerous<br/>
You got me by my neck (A boy is a gun)<br/>
That's why these other niggas lame to us<br/>
When the time's right, when the time's right, baby<br/>
A boy is a gun<br/>
<br/>
You're a gun, 'cause I like you on my side at all times, you keep me safe<br/>
Wait, wait, depending on, you know<br/>
You could be dangerous to, to me, or anyone else<br/>
<br/>
Look, they be bringing us up yeah, like now and again<br/>
Give a fuck what they talkin' about, I see you as a 10<br/>
I'ma leave it at that, I'ma leave us as friends<br/>
'Cause the irony is I don't wanna see you again<br/>
Stay the fuck away from me, stay the fuck away from me<br/>
I ain't gon' repeat myself but stay the fuck away from me<br/>
<br/>
A boy is a gun<br/>
Don't, don't shoot me down<br/>
A boy is a gun
</div>",A BOY IS A GUN
